"","V1","V1","precinct","date","description","latitude","longitude"
"308",607759,6819263,113,2019-09-05,"GRAND LARCENY",40.69318,-73.75687
"309",400883,5408336,76,2016-09-01,"DANGEROUS DRUGS",40.67494,-74.00757
"310",905092,1662623,69,2009-02-22,"OFFENSES AGAINST PUBLIC ADMINI",40.64104,-73.91315
"311",764949,6154152,71,2018-04-08,"DANGEROUS DRUGS",40.65756,-73.95489
"312",757139,3252273,20,2012-04-11,"FRAUDS",40.7787,-73.97972
"313",252282,3375208,14,2012-07-05,"PETIT LARCENY",40.74773,-73.98684
"314",704453,6988955,45,2020-01-22,"CRIMINAL MISCHIEF & RELATED OF",40.82571,-73.82007
"315",657961,6837967,44,2019-09-19,"HARRASSMENT 2",40.83541,-73.92478
"316",661537,2014144,122,2009-10-25,"PETIT LARCENY",40.60519,-74.12581
"317",292059,6658740,75,2019-05-06,"HARRASSMENT 2",40.66987,-73.88112
"318",745734,3267913,20,2012-04-22,"PETIT LARCENY",40.78203,-73.97172
"319",479788,527718,25,2006-12-30,"DANGEROUS WEAPONS",40.811130194,-73.936714506
"320",238924,5951889,18,2017-10-26,"GRAND LARCENY",40.75672,-73.98064
"321",694461,4508733,75,2014-10-14,"PETIT LARCENY",40.66806,-73.89875
"322",926711,4466734,40,2014-09-14,"POSSESSION OF STOLEN PROPERTY",40.81371,-73.92318
"323",660962,6534683,62,2019-01-20,"GRAND LARCENY",40.60494,-74.00629
"324",211311,6936228,40,2019-12-06,"CRIMINAL MISCHIEF & RELATED OF",40.81325,-73.92095
"325",657597,899844,111,2007-09-10,"PETIT LARCENY",40.758317317,-73.757673568
"326",61227,7098136,25,2020-05-05,"DANGEROUS DRUGS",40.80505,-73.93693
"327",513223,6352445,71,2018-09-02,"CRIMINAL MISCHIEF & RELATED OF",40.6671,-73.93268
"328",709268,4033024,14,2013-10-30,"PETIT LARCENY",40.74423,-73.98334
"329",80138,7086059,110,2020-04-22,"CRIMINAL TRESPASS",40.73863,-73.88678
"330",564633,4647066,73,2015-02-05,"ROBBERY",40.67347,-73.91816
"331",419572,1816809,34,2009-06-12,"FELONY ASSAULT",40.86759,-73.91842
"332",799529,2250233,48,2010-04-19,"MISCELLANEOUS PENAL LAW",40.84952,-73.89848
"333",125393,3202922,71,2012-03-06,"DANGEROUS DRUGS",40.65744,-73.9451
"334",447027,1246174,10,2008-05-07,"GRAND LARCENY",40.7427,-73.99866
"335",842825,5052164,102,2015-12-04,"PETIT LARCENY",40.69272,-73.85074
"336",739988,1344479,48,2008-07-12,"ASSAULT 3 & RELATED OFFENSES",40.85804,-73.88989
"337",384606,3461033,14,2012-09-02,"INTOXICATED & IMPAIRED DRIVING",40.75664,-73.98837
"338",849600,4195111,52,2014-03-05,"PETIT LARCENY",40.86334,-73.89647
"339",535807,1193644,123,2008-03-31,"CRIMINAL MISCHIEF & RELATED OF",40.56459,-74.18439
"340",40878,375614,88,2006-09-17,"HARRASSMENT 2",40.694602483,-73.973124729
"341",438049,6091715,49,2018-02-16,"VEHICLE AND TRAFFIC LAWS",40.8654,-73.86913
"342",458450,2813640,110,2011-05-29,"PETIT LARCENY",40.73967,-73.8782
"343",733593,5844078,40,2017-08-07,"CRIMINAL MISCHIEF & RELATED OF",40.80728,-73.92852
"344",822827,6165863,20,2018-04-17,"HARRASSMENT 2",40.78005,-73.98292
"345",317052,5758956,33,2017-06-05,"ROBBERY",40.83908,-73.93693
"346",848879,922408,40,2007-09-25,"FELONY ASSAULT",40.812699137,-73.921619736
"347",42081,5612651,105,2017-02-08,"THEFT-FRAUD",40.67908,-73.74089
"348",392721,5373904,52,2016-08-07,"ASSAULT 3 & RELATED OFFENSES",40.86724,-73.89146
"349",28136,1625921,32,2009-01-25,NA,40.81937,-73.94446
"350",669644,4848219,48,2015-07-09,"OFFENSES AGAINST PUBLIC ADMINI",40.84525,-73.88461
"351",344261,4931994,25,2015-09-05,"DANGEROUS DRUGS",40.78787,-73.92818
"352",691065,3904425,66,2013-08-02,"CRIMINAL MISCHIEF & RELATED OF",40.63823,-73.97595
"353",834240,3649488,105,2013-01-24,"INTOXICATED & IMPAIRED DRIVING",40.72396,-73.7285
"354",306389,7006299,108,2020-02-05,"VEHICLE AND TRAFFIC LAWS",40.74861,-73.89531
"355",698867,5288520,14,2016-06-05,"GRAND LARCENY",40.75664,-73.98629
"356",704976,515777,61,2006-12-21,"CRIMINAL MISCHIEF & RELATED OF",40.60758638,-73.952959161
"357",135176,838264,43,2007-08-01,"OFF. AGNST PUB ORD SENSBLTY &",40.82306161,-73.850548193
"358",572020,5193306,45,2016-03-27,"HARRASSMENT 2",40.84765,-73.78474
"359",768013,816010,49,2007-07-18,"OFF. AGNST PUB ORD SENSBLTY &",40.849012151,-73.85425985
"360",531359,5640407,44,2017-03-03,"BURGLARY",40.82529,-73.91754
"361",517394,640365,42,2007-03-22,"HARRASSMENT 2",40.837073523,-73.886821829
"362",395390,3129584,49,2012-01-12,"ASSAULT 3 & RELATED OFFENSES",40.84079,-73.84135
"363",576849,7291498,60,2020-10-22,"PETIT LARCENY",40.57672,-73.96129
"364",106849,3577854,34,2012-11-29,"DANGEROUS WEAPONS",40.85673,-73.93091
"365",345081,5374728,44,2016-08-07,"FELONY ASSAULT",40.83978,-73.92248
"366",891265,1196848,81,2008-04-02,"MISCELLANEOUS PENAL LAW",40.68621,-73.93121
"367",97148,456920,105,2006-11-10,"FRAUDS",40.735839362,-73.709712955
"368",854934,2471714,77,2010-09-17,"DANGEROUS DRUGS",40.66974,-73.93103
"369",556870,4758488,71,2015-05-06,"ROBBERY",40.67013,-73.95527
"370",885121,5471668,66,2016-10-18,"SEX CRIMES",40.62577,-73.99142
"371",132893,4773089,34,2015-05-16,"OFFENSES AGAINST PUBLIC ADMINI",40.85308,-73.93966
"372",360320,6176326,19,2018-04-26,"HARRASSMENT 2",40.77216,-73.95437
"373",427771,6307689,77,2018-08-01,"PETIT LARCENY",40.67499,-73.94585
"374",186351,5329678,6,2016-07-05,"ASSAULT 3 & RELATED OFFENSES",40.73737,-73.99684
"375",450611,2719837,110,2011-03-22,"PETIT LARCENY",40.73393,-73.87158
"376",416611,844293,67,2007-08-05,"INTOXICATED & IMPAIRED DRIVING",40.649677493,-73.9523637
"377",498128,4399045,114,2014-07-29,"BURGLARY",40.75837,-73.92446
"378",660444,613942,33,2007-03-03,"CRIMINAL TRESPASS",40.845849038,-73.933504454
"379",51120,1311810,81,2008-06-20,"DANGEROUS DRUGS",40.68137,-73.92107
"380",489073,6793016,109,2019-08-15,"PETIT LARCENY",40.75483,-73.82806
"381",835151,4805767,48,2015-06-09,"DANGEROUS DRUGS",40.84118,-73.87989
"382",742941,5102386,112,2016-01-13,"OFF. AGNST PUB ORD SENSBLTY &",40.72458,-73.8659
"383",59600,298016,79,2006-07-27,"DANGEROUS DRUGS",40.695791716,-73.939095905
"384",78698,371532,6,2006-09-14,"PETIT LARCENY",40.729675114,-74.008805111
"385",965408,1662464,34,2009-02-21,"BURGLARY",40.86164,-73.92796
"386",759686,5303949,41,2016-06-17,"RAPE",40.81639,-73.8953
"387",340991,2344248,9,2010-06-22,"PETIT LARCENY",40.72773,-73.98376
"388",62336,387546,66,2006-09-25,"OFF. AGNST PUB ORD SENSBLTY &",40.636749674,-73.981366547
"389",439080,1650129,75,2009-02-12,"DANGEROUS DRUGS",40.67577,-73.88737
"390",985491,3007050,102,2011-10-13,"OFF. AGNST PUB ORD SENSBLTY &",40.70059,-73.81585
"391",883498,2825734,13,2011-06-06,"PETIT LARCENY",40.74603,-73.99239
"392",818240,6971429,120,2020-01-08,"BURGLARY",40.64171,-74.0843
"393",732179,2637017,67,2011-01-18,"FELONY ASSAULT",40.63828,-73.93476
"394",590293,4130503,81,2014-01-13,"BURGLARY",40.68672,-73.92347
"395",339176,4298567,44,2014-05-21,"ROBBERY",40.83227,-73.91368
"396",454637,464057,19,2006-11-15,"BURGLARY",40.771234284,-73.958064083
"397",766205,598682,113,2007-02-20,"CRIMINAL TRESPASS",40.681480461,-73.803900791
"398",394668,4705315,76,2015-03-26,"PETIT LARCENY",40.6779,-74.01447
"399",53828,1010521,44,2007-11-22,"GRAND LARCENY OF MOTOR VEHICLE",40.84367,-73.92004
"400",824936,945478,100,2007-10-09,"GRAND LARCENY OF MOTOR VEHICLE",40.58833655,-73.804307522
"401",375575,4769925,43,2015-05-14,"PETIT LARCENY",40.82186,-73.84869
"402",425654,2511673,110,2010-10-14,"PETIT LARCENY",40.73449,-73.86801
"403",311351,4044931,106,2013-11-08,"CRIMINAL MISCHIEF & RELATED OF",40.6824,-73.84008
"404",28053,4650911,75,2015-02-08,"PETIT LARCENY",40.65774,-73.8686
"405",674578,2898987,60,2011-07-27,"INTOXICATED & IMPAIRED DRIVING",40.58536,-73.98754
"406",240168,5402801,77,2016-08-28,"HARRASSMENT 2",40.67609,-73.96131
"407",629586,5447031,73,2016-09-30,"CRIMINAL MISCHIEF & RELATED OF",40.66865,-73.91778
"408",774038,608254,10,2007-02-27,"THEFT-FRAUD",40.7416892,-74.002985851
"409",375472,3057339,110,2011-11-19,"PETIT LARCENY",40.73393,-73.87158
"410",739790,1297071,45,2008-06-10,"ASSAULT 3 & RELATED OFFENSES",40.84425,-73.82365
"411",575061,298077,77,2006-07-27,"ASSAULT 3 & RELATED OFFENSES",40.680529147,-73.969535816
"412",917337,6260150,61,2018-06-27,"GRAND LARCENY",40.59527,-73.96099
"413",257904,2931321,1,2011-08-19,"RAPE",40.72026,-74.00709
"414",341989,1419228,62,2008-08-30,"ROBBERY",40.59793,-73.98719
"415",432600,6274729,73,2018-07-07,"VEHICLE AND TRAFFIC LAWS",40.66634,-73.9157
"416",221702,4823414,121,2015-06-22,"PETIT LARCENY",40.58693,-74.16408
"417",645101,1455995,18,2008-09-23,"GRAND LARCENY",40.76412,-73.98849
"418",260520,3834741,41,2013-06-14,"OFF. AGNST PUB ORD SENSBLTY &",40.81494,-73.89765
"419",758260,1864723,18,2009-07-15,NA,40.75823,-73.98612
"420",924925,6361121,52,2018-09-09,"CRIMINAL MISCHIEF & RELATED OF",40.87568,-73.8742
"421",594230,5615976,50,2017-02-11,"HARRASSMENT 2",40.88296,-73.89382
"422",979675,1776804,46,2009-05-15,"DANGEROUS DRUGS",40.85595,-73.90086
"423",674958,5545272,72,2016-12-15,"PETIT LARCENY",40.64875,-74.00653
"424",461807,3378691,105,2012-07-08,"HARRASSMENT 2",40.69393,-73.74453
"425",452407,2875874,52,2011-07-11,"ROBBERY",40.87415,-73.87752
"426",921229,1855649,84,2009-07-08,"GRAND LARCENY",40.68558,-73.97928
"427",845280,5300217,79,2016-06-14,"ASSAULT 3 & RELATED OFFENSES",40.69001,-73.94379
"428",245777,5354481,47,2016-07-24,"ASSAULT 3 & RELATED OFFENSES",40.89545,-73.85964
"429",323042,2562957,90,2010-11-19,"PETIT LARCENY",40.71267,-73.96512
"430",595832,7106119,45,2020-05-13,"CRIMINAL MISCHIEF & RELATED OF",40.81534,-73.82712
"431",738635,6319588,44,2018-08-09,"ROBBERY",40.84019,-73.92646
"432",784634,6915959,23,2019-11-19,"ASSAULT 3 & RELATED OFFENSES",40.78917,-73.93896
"433",69371,7317411,1,2020-11-13,"GRAND LARCENY",40.70949,-74.01027
"434",92222,5672600,47,2017-03-31,"HARRASSMENT 2",40.88697,-73.86431
"435",28446,472493,44,2006-11-21,"DANGEROUS DRUGS",40.837162925,-73.917850539
"436",92331,3699575,105,2013-03-05,"CRIMINAL MISCHIEF & RELATED OF",40.71434,-73.73685
"437",254722,2061858,115,2009-11-28,"CRIMINAL MISCHIEF & RELATED OF",40.75155,-73.88701
"438",970256,2928035,6,2011-08-16,"HARRASSMENT 2",40.73488,-73.99199
"439",81812,4416006,107,2014-08-10,"INTOXICATED & IMPAIRED DRIVING",40.70632,-73.81068
"440",213350,6581284,71,2019-03-02,"HARRASSMENT 2",40.66149,-73.95217
"441",300334,3954949,50,2013-09-06,"BURGLARY",40.88089,-73.89748
"442",809755,1087238,68,2008-01-15,"GRAND LARCENY",40.63448,-74.03098
"443",192658,1420170,47,2008-08-30,"CRIMINAL MISCHIEF & RELATED OF",40.87378,-73.86708
"444",826797,1141097,48,2008-02-23,"PETIT LARCENY",40.85357,-73.88842
"445",873685,1664190,68,2009-02-23,"HARRASSMENT 2",40.61585,-74.03115
"446",606342,1979247,30,2009-10-01,"OFFENSES AGAINST PUBLIC ADMINI",40.82494,-73.95282
"447",572765,4719801,84,2015-04-06,"PETIT LARCENY",40.69268,-73.99091
"448",864968,3284674,120,2012-05-04,"GRAND LARCENY OF MOTOR VEHICLE",40.62686,-74.16344
"449",834359,175952,6,2006-05-06,"ASSAULT 3 & RELATED OFFENSES",40.730830983,-74.001549332
"450",912819,3363433,120,2012-06-27,"OFF. AGNST PUB ORD SENSBLTY &",40.62404,-74.07869
"451",690447,5464500,88,2016-10-13,"VEHICLE AND TRAFFIC LAWS",40.69609,-73.9694
"452",518716,1383572,22,2008-08-06,"ROBBERY",40.78348,-73.96476
"453",164372,6866203,20,2019-10-10,"CHILD ABANDONMENT/NON SUPPORT",40.77351,-73.98721
"454",328818,2053516,69,2009-11-21,"OFF. AGNST PUB ORD SENSBLTY &",40.63401,-73.90905
"455",43681,2316699,104,2010-06-03,"PETIT LARCENY",40.70277,-73.88894
"456",566342,2408475,23,2010-08-05,"OFFENSES AGAINST PUBLIC ADMINI",40.79199,-73.93772
"457",881344,7233866,121,2020-09-03,"OFF. AGNST PUB ORD SENSBLTY &",40.63806,-74.16611
"458",772040,2006981,34,2009-10-20,"DANGEROUS WEAPONS",40.86664,-73.92745
"459",422391,5727433,114,2017-05-13,"PETIT LARCENY",40.75243,-73.91494
"460",977833,6654404,114,2019-05-02,"HARRASSMENT 2",40.75669,-73.92087
"461",42454,4745657,71,2015-04-26,"OFFENSES AGAINST PUBLIC ADMINI",40.66428,-73.93047
"462",204069,6758226,75,2019-07-20,"OFF. AGNST PUB ORD SENSBLTY &",40.67345,-73.88543
"463",931768,4112418,49,2013-12-29,"PETIT LARCENY",40.85877,-73.86465
"464",785031,5193480,88,2016-03-27,"GRAND LARCENY",40.69056,-73.97034
"465",603711,5103489,103,2016-01-14,"ASSAULT 3 & RELATED OFFENSES",40.70543,-73.7994
"466",682650,1441206,81,2008-09-13,"CRIMINAL MISCHIEF & RELATED OF",40.6921,-73.93858
"467",572156,1576189,62,2008-12-17,"OFF. AGNST PUB ORD SENSBLTY &",40.60207,-74.00269
"468",624943,1268379,43,2008-05-22,"DANGEROUS DRUGS",40.8319,-73.85683
"469",949666,3416579,46,2012-08-03,"ROBBERY",40.84773,-73.92091
"470",711715,6784546,75,2019-08-09,"FELONY ASSAULT",40.67924,-73.88687
"471",962961,2903245,106,2011-07-30,"ASSAULT 3 & RELATED OFFENSES",40.67606,-73.84928
"472",434113,5565480,44,2017-01-01,"ASSAULT 3 & RELATED OFFENSES",40.83513,-73.92286
"473",18436,2437126,77,2010-08-25,"HARRASSMENT 2",40.66944,-73.92549
"474",79912,2975628,122,2011-09-20,"OFF. AGNST PUB ORD SENSBLTY &",40.58248,-74.10809
"475",282538,7345145,90,2020-12-08,"GRAND LARCENY",40.7104,-73.96469
"476",23005,6957807,14,2019-12-26,"CRIMINAL MISCHIEF & RELATED OF",40.74485,-73.98288
"477",931422,2845655,71,2011-06-20,"CRIMINAL MISCHIEF & RELATED OF",40.65995,-73.94764
"478",901331,3083349,26,2011-12-08,"GRAND LARCENY",40.81993,-73.94968
"479",10324,4577141,48,2014-12-05,"CRIMINAL MISCHIEF & RELATED OF",40.84002,-73.87934
"480",545196,4911505,62,2015-08-22,"GRAND LARCENY",40.59976,-73.98709
"481",559422,672743,109,2007-04-14,"PETIT LARCENY",40.771926022,-73.817324938
"482",435033,2096392,115,2009-12-24,"DANGEROUS WEAPONS",40.74917,-73.86943
"483",599689,1416105,40,2008-08-28,"DANGEROUS DRUGS",40.80789,-73.91791
"484",526970,1795564,46,2009-05-28,"BURGLARY",40.85474,-73.91437
"485",79188,4201362,73,2014-03-10,"PETIT LARCENY",40.66431,-73.91328
"486",819881,1354203,120,2008-07-18,"HARRASSMENT 2",40.64174,-74.07568
"487",518087,5288258,10,2016-06-05,"OFF. AGNST PUB ORD SENSBLTY &",40.75869,-73.99516
"488",227613,623923,28,2007-03-10,"CRIMINAL MISCHIEF & RELATED OF",40.809596838,-73.949785598
"489",568436,876399,109,2007-08-26,"GRAND LARCENY",40.740918863,-73.819253985
"490",304812,6117998,23,2018-03-09,"HARRASSMENT 2",40.7898,-73.95229
"491",857725,3942406,69,2013-08-28,"CRIMINAL MISCHIEF & RELATED OF",40.63793,-73.89428
"492",876694,1268134,46,2008-05-22,"BURGLARY",40.85626,-73.90688
"493",574265,6703509,101,2019-06-09,"HARRASSMENT 2",40.59493,-73.78677
"494",682564,2870817,24,2011-07-07,"HARRASSMENT 2",40.79437,-73.97213
"495",529638,1662944,79,2009-02-22,"HARRASSMENT 2",40.69823,-73.94395
"496",493043,2099795,108,2009-12-27,"CRIMINAL MISCHIEF & RELATED OF",40.74722,-73.92358
"497",858973,2484302,72,2010-09-26,"PETIT LARCENY",40.65201,-73.97714
"498",235621,4720418,94,2015-04-07,"HARRASSMENT 2",40.73387,-73.95359
"499",643546,7201294,10,2020-08-07,"PETIT LARCENY",40.7469,-73.99733
"500",181592,2982383,88,2011-09-25,"DANGEROUS DRUGS",40.68552,-73.97428
"501",627662,5396759,112,2016-08-23,"HARRASSMENT 2",40.72189,-73.84948
"502",340083,2275349,33,2010-05-06,"DANGEROUS WEAPONS",40.83256,-73.94227
"503",324091,5567663,63,2017-01-02,"ROBBERY",40.61378,-73.91645
"504",176743,6619547,109,2019-04-04,"GRAND LARCENY",40.75676,-73.82643
"505",669675,3987392,114,2013-09-28,"MISCELLANEOUS PENAL LAW",40.75688,-73.94435
"506",560515,5155692,115,2016-02-26,"OFF. AGNST PUB ORD SENSBLTY &",40.76509,-73.86691
"507",93016,419975,77,2006-10-16,"PETIT LARCENY",40.674446632,-73.960233906
"508",51055,4904929,72,2015-08-17,"INTOXICATED & IMPAIRED DRIVING",40.64961,-73.97549
"509",441334,6411566,13,2018-10-17,"PETIT LARCENY",40.73683,-73.98875
"510",197238,514168,75,2006-12-20,"DANGEROUS DRUGS",40.673524696,-73.875880527
"511",794420,1495204,61,2008-10-20,"GRAND LARCENY OF MOTOR VEHICLE",40.59272,-73.97017
"512",578138,7326994,107,2020-11-22,"GRAND LARCENY OF MOTOR VEHICLE",40.74207,-73.78046
"513",805062,5566674,77,2017-01-01,"CRIMINAL MISCHIEF & RELATED OF",40.67654,-73.95441
"514",220797,5843251,60,2017-08-07,"ASSAULT 3 & RELATED OFFENSES",40.57781,-73.96057
"515",735831,5854496,77,2017-08-15,"HARRASSMENT 2",40.67297,-73.93351
"516",931192,4809597,108,2015-06-12,"PETIT LARCENY",40.74943,-73.94054
"517",934966,7346138,18,2020-12-09,"CRIMINAL TRESPASS",40.75408,-73.97631
"518",631630,4671386,114,2015-02-27,"PETIT LARCENY",40.76486,-73.93103
"519",848198,6495323,60,2018-12-20,"DANGEROUS WEAPONS",40.57893,-73.97496
"520",788786,6549256,114,2019-02-02,"CRIMINAL MISCHIEF & RELATED OF",40.75442,-73.9183
"521",448963,697172,46,2007-05-01,"HARRASSMENT 2",40.857790719,-73.898788413
"522",529155,5089845,52,2016-01-03,"RAPE",40.86906,-73.87963
"523",933992,5966528,25,2017-11-06,"ASSAULT 3 & RELATED OFFENSES",40.80277,-73.93957
"524",464294,502720,48,2006-12-12,"PETIT LARCENY",40.86157703,-73.891241309
"525",358343,5249956,67,2016-05-09,"HARRASSMENT 2",40.64726,-73.9299
"526",271139,4029923,81,2013-10-28,"HARRASSMENT 2",40.68943,-73.92196
"527",15712,7141879,79,2020-06-16,"BURGLARY",40.68144,-73.94979
"528",18950,3581398,5,2012-12-02,"FELONY ASSAULT",40.71078,-73.99663
"529",997128,3578203,113,2012-11-30,"ROBBERY",40.68788,-73.79212
"530",257233,4096915,67,2013-12-17,"INTOXICATED & IMPAIRED DRIVING",40.64114,-73.94562
"531",940945,423540,113,2006-10-18,"OFFENSES AGAINST PUBLIC ADMINI",40.668185645,-73.756923204
"532",22105,2319891,49,2010-06-05,"DANGEROUS DRUGS",40.85795,-73.86323
"533",244137,7086428,83,2020-04-22,"BURGLARY",40.70094,-73.93018
"534",863790,5176956,23,2016-03-14,"MISCELLANEOUS PENAL LAW",40.79324,-73.94653
"535",207797,3221651,62,2012-03-20,"OFF. AGNST PUB ORD SENSBLTY &",40.61548,-74.00708
"536",189233,4856473,43,2015-07-15,"PETIT LARCENY",40.82234,-73.87962
"537",380609,1824552,61,2009-06-17,"CRIMINAL MISCHIEF & RELATED OF",40.59223,-73.94517
"538",364162,174733,84,2006-05-05,"GRAND LARCENY",40.691632221,-73.986302251
"539",191249,7085090,121,2020-04-21,"ASSAULT 3 & RELATED OFFENSES",40.62524,-74.14455
"540",613817,2429460,5,2010-08-19,"PETIT LARCENY",40.72491,-73.99609
"541",887617,243159,105,2006-06-21,"ASSAULT 3 & RELATED OFFENSES",40.716696228,-73.735459189
"542",334912,3021415,105,2011-10-23,"GRAND LARCENY OF MOTOR VEHICLE",40.70598,-73.74266
"543",65339,6397882,1,2018-10-07,"OFF. AGNST PUB ORD SENSBLTY &",40.70449,-74.01156
"544",30453,5339400,46,2016-07-13,"DANGEROUS DRUGS",40.84711,-73.91748
"545",690953,6911040,63,2019-11-15,"GRAND LARCENY",40.62881,-73.93665
"546",245948,4441546,107,2014-08-28,"GRAND LARCENY OF MOTOR VEHICLE",40.7278,-73.79251
"547",459817,6713433,68,2019-06-17,"PETIT LARCENY",40.62215,-74.02728
"548",844546,368724,23,2006-09-12,"ASSAULT 3 & RELATED OFFENSES",40.793479151,-73.937258566
"549",310146,2464185,120,2010-09-12,"RAPE",40.64473,-74.07748
"550",820665,1216467,25,2008-04-16,"ASSAULT 3 & RELATED OFFENSES",40.80438,-73.93742
"551",59268,2455961,32,2010-09-07,"OTHER OFFENSES RELATED TO THEF",40.81593,-73.94517
"552",447521,4564512,109,2014-11-24,"GRAND LARCENY",40.76233,-73.82692
"553",136770,3606305,20,2012-12-21,"ASSAULT 3 & RELATED OFFENSES",40.77361,-73.98157
"554",468040,6751183,40,2019-07-15,"HARRASSMENT 2",40.81223,-73.91852
"555",343028,79004,40,2006-02-27,"DANGEROUS DRUGS",40.816068266,-73.908552085
"556",660550,6573739,19,2019-02-23,"OFF. AGNST PUB ORD SENSBLTY &",40.76585,-73.96322
"557",397540,7350804,32,2020-12-13,"FELONY ASSAULT",40.81974,-73.93858
"558",944519,5063137,26,2015-12-12,"CRIMINAL TRESPASS",40.8116,-73.95758
"559",754733,1630375,109,2009-01-28,"ASSAULT 3 & RELATED OFFENSES",40.75505,-73.83226
"560",888352,231148,19,2006-06-13,"GRAND LARCENY",40.773951387,-73.957546077
"561",706333,5795719,34,2017-07-03,"ASSAULT 3 & RELATED OFFENSES",40.86048,-73.92123
"562",245412,6717178,17,2019-06-20,"PETIT LARCENY",40.75239,-73.97327
"563",113559,721287,23,2007-05-17,"GRAND LARCENY",40.799086317,-73.947619211
"564",314491,5783299,52,2017-06-24,"HARRASSMENT 2",40.8822,-73.88319
"565",197360,7047500,14,2020-03-10,"PETIT LARCENY",40.74999,-73.99507
"566",769218,4011528,105,2013-10-15,"BURGLARY",40.7093,-73.73596
"567",188471,3580866,7,2012-12-01,"HARRASSMENT 2",40.71888,-73.98221
"568",841283,6924877,114,2019-11-27,"HARRASSMENT 2",40.76721,-73.88782
"569",299655,3335581,5,2012-06-08,"ASSAULT 3 & RELATED OFFENSES",40.72318,-73.98939
"570",464192,6472180,20,2018-12-03,"HARRASSMENT 2",40.77881,-73.98206
"571",100098,340723,77,2006-08-24,"PETIT LARCENY",40.676051596,-73.934611088
"572",132354,4464068,115,2014-09-12,"HARRASSMENT 2",40.76012,-73.87767
"573",548142,706284,90,2007-05-07,"GRAND LARCENY OF MOTOR VEHICLE",40.709147251,-73.943498607
"574",743936,3478588,120,2012-09-14,"PETIT LARCENY",40.62686,-74.16344
"575",347122,5804970,104,2017-07-09,"CRIMINAL MISCHIEF & RELATED OF",40.71231,-73.90039
"576",297118,6906389,109,2019-11-11,"HARRASSMENT 2",40.75738,-73.83402
"577",854856,5249590,48,2016-05-09,"FELONY ASSAULT",40.85284,-73.88417
"578",500800,6236135,69,2018-06-09,"HARRASSMENT 2",40.64575,-73.89524
"579",692114,1929037,1,2009-08-27,"PETIT LARCENY",40.71968,-74.00166
"580",324605,175397,103,2006-05-06,"DANGEROUS WEAPONS",40.703349972,-73.800204571
"581",312639,4526416,101,2014-10-26,"MISCELLANEOUS PENAL LAW",40.59552,-73.7603
"582",19137,606097,43,2007-02-25,"HARRASSMENT 2",40.836612833,-73.864315481
"583",501493,2057491,34,2009-11-24,"THEFT-FRAUD",40.85403,-73.92848
"584",396490,871208,102,2007-08-23,"CRIMINAL MISCHIEF & RELATED OF",40.682218208,-73.853243468
"585",46203,2412219,60,2010-08-07,"PETIT LARCENY",40.57516,-73.98557
"586",557078,4585362,41,2014-12-12,"HARRASSMENT 2",40.81981,-73.89891
"587",296918,2283770,73,2010-05-12,"DANGEROUS DRUGS",40.68084,-73.9127
"588",282446,3407653,79,2012-07-27,"HARRASSMENT 2",40.68526,-73.95242
"589",271850,3931740,75,2013-08-21,"DANGEROUS WEAPONS",40.67634,-73.86546
"590",57877,3118572,63,2012-01-04,"GRAND LARCENY OF MOTOR VEHICLE",40.62967,-73.92412
"591",161943,4298231,112,2014-05-21,"GRAND LARCENY",40.71408,-73.83203
"592",812794,264303,106,2006-07-05,"GRAND LARCENY OF MOTOR VEHICLE",40.684420794,-73.807551849
"593",69792,4469788,46,2014-09-16,"OFF. AGNST PUB ORD SENSBLTY &",40.85192,-73.90402
"594",115480,3713695,47,2013-03-16,"OFF. AGNST PUB ORD SENSBLTY &",40.87058,-73.86825
"595",136255,5850267,28,2017-08-12,"ASSAULT 3 & RELATED OFFENSES",40.80134,-73.94803
